symbol,name,price,volume_24h,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d
BTC,Bitcoin,102235.58959844479,51737186280.79782,2024946074253.8804,0.22269633,3.93180242,10.57701882,2.29616424,34.32736612,64.383015
ETH,Ethereum,3685.0700850954468,23938975145.39478,443952633890.7526,0.16511112,1.31999242,9.87121478,-8.04416793,26.97169206,50.87804798
XRP,XRP,2.4158812238530283,4386767823.684205,138790079809.9033,-0.10767929,0.37514598,17.59744168,-6.73327361,335.25423268,355.75359175
USDT,Tether USDt,1.0005688974684903,108050451895.51509,137349244166.73827,0.0237378,0.08193834,0.25465853,-0.0339052,0.00715107,0.11802191
SOL,Solana,218.44665484535773,3402575882.5971084,105533062118.9884,0.09711799,2.25000964,14.68788803,-8.78472747,11.42471843,52.43191465
BNB,BNB,731.2678729078717,2050497914.30414,105307433887.83385,-1.26853573,3.10346301,4.2094215,-2.72547199,22.12485262,25.98237496
DOGE,Dogecoin,0.3873588800523113,2937473218.4921536,57142099853.23771,-0.14679112,1.32011505,23.76528762,-14.97551826,100.00104397,262.32585319
USDC,USDC,1.0001471537296536,7726839970.588045,45902079166.02309,0.02247881,0.01656361,0.02711939,0.02189339,0.03663882,0.02514423
ADA,Cardano,1.0932603246369221,1304151161.071121,38429361828.51524,-0.59356954,-0.47812445,27.45066928,-10.13017686,172.41481925,217.5379188
TRX,TRON,0.2686149009557821,888799777.9086629,23151508847.457695,-0.02956986,2.23199409,6.2967918,-16.13266989,67.40651125,68.16319271
AVAX,Avalanche,43.89352157771775,672745089.846228,18005674273.07923,-0.2882076,2.03758022,22.3484981,-15.40557255,59.86182046,66.7491513
SUI,Sui,5.060227167014408,1493229539.3944297,15229104543.043442,-0.41230875,-3.78189489,21.98755571,18.08323837,119.02346843,154.2632913
LINK,Chainlink,23.776964467167023,946224589.1153932,15172080323.956236,-0.00718253,0.50835946,15.61430116,-4.42037994,88.33824093,119.58545201
TON,Toncoin,5.696696551123858,183691424.6170947,14467126463.185726,-0.14717665,-0.52446065,2.20701163,-16.57582946,15.81237494,9.65524865
SHIB,Shiba Inu,2.3986275000990547e-05,529203951.0172904,14134040255.191645,-0.09778488,0.16113365,13.7559141,-25.40468344,25.03101895,39.25695032
XLM,Stellar,0.4450104805449958,657355516.6863089,13512415141.634571,-0.17304517,0.59392642,34.61471286,-11.50027866,336.42314783,395.62823839
DOT,Polkadot,7.7525996469007605,374475651.33185714,11909995432.149736,0.21383361,0.82325387,16.01158508,-27.45995502,86.17272428,89.56729228
HBAR,Hedera,0.3082224569064815,683068142.7791616,11791565220.68362,-0.36021273,2.29173292,11.72180553,-7.140163,525.88111094,490.0163174
BCH,Bitcoin Cash,482.47332402017383,345667026.11454326,9558879098.360415,0.68380495,2.41781417,8.8425207,-21.12711703,27.51575896,47.00394385
UNI,Uniswap,15.064576784087421,584699137.3672804,9046023371.449121,0.12594321,-0.83871935,13.18687748,-17.46563387,68.63925788,110.18549696
PEPE,Pepe,2.0720605228375634e-05,1268353771.39055,8716949341.464716,0.12036878,-0.06065463,13.30869649,-18.41770196,89.77402121,118.50766587
LTC,Litecoin,113.91596322514002,716645108.2382494,8588205581.873043,0.2346746,-1.13225519,14.98929421,-14.91121265,59.01187267,73.54077894
HYPE,Hyperliquid,25.363953954109174,137739051.6180137,8469738981.49948,0.34519298,3.94980601,-5.63338479,80.19705847,692.55508602,692.55508602
LEO,UNUS SED LEO,9.082097880511128,755834.94131339,8395300337.810437,-0.13149018,0.0519091,0.52172506,-4.28787462,48.88435948,51.55794212
BGB,Bitget Token,6.199775638815659,307992584.31921,7439730766.578791,-0.06108005,3.2272093,-2.45455175,127.53231231,400.42874331,486.33422787
NEAR,NEAR Protocol,5.984850201227058,362728878.31691587,6994973409.705367,0.12299162,1.08771719,19.12377583,-23.15962454,41.08692388,22.55148142
USDe,Ethena USDe,0.9997018323436927,88057047.07453933,5823865292.357504,0.00530023,0.08411932,0.27959754,-0.24431218,-0.12657329,0.11036794
ICP,Internet Computer,12.138436948147769,217347766.04961476,5810456362.652128,0.16243954,-0.23881942,21.21376121,-17.79003128,55.24054089,52.23834216
APT,Aptos,10.15314216023297,341999107.8138114,5673027424.389334,0.34940318,0.64801433,14.82468315,-30.67108961,3.18702306,8.46194241
DAI,Dai,1.0003316109880163,121496235.31656426,5367161922.523988,0.00419991,0.03609748,0.05309875,0.01791135,0.05572775,0.04394161
AAVE,Aave,340.369137113321,544535235.3291066,5119501594.951448,-0.14384413,-0.63345989,6.11678115,20.47872966,85.48167363,138.05821338
RENDER,Render,8.871337825564042,825790093.9429317,4592671424.972173,0.52245914,6.76618215,30.17593739,-14.05205216,76.72085692,66.94349373
MNT,Mantle,1.3553512709700195,139781613.15450335,4560342808.203597,0.0977788,-2.82734184,12.92241182,16.49997273,102.61552626,124.15808695
POL,POL (ex-MATIC),0.5231938371169609,196273222.37232327,4395126203.889349,-0.2186639,1.08201207,13.65775209,-25.5694503,50.91952817,39.12587137
CRO,Cronos,0.16144689010133026,37642928.86943254,4289895839.5079384,0.010309,1.35419262,14.38814178,-20.70776097,75.86006551,112.17631183
ETC,Ethereum Classic,28.535998472260673,221723085.73323923,4287486116.331464,-0.06545963,1.42274437,12.44423905,-23.74476048,40.70292844,55.6733149
VET,VeChain,0.05270563070951694,94951553.14498472,4268367673.269985,0.09663068,3.18046891,20.31096079,-21.16183673,142.14758329,135.49141914
TAO,Bittensor,555.9148381047147,261821823.70857197,4103171841.5012608,0.03469067,-1.65023555,23.46331076,-20.70047522,9.13503087,-8.5539775
OM,MANTRA,4.078415382672193,49646346.85109015,3912635602.6379256,-0.02690173,4.35824696,18.82056437,2.80948776,189.40726083,198.20508956
VIRTUAL,Virtuals Protocol,3.865218737728322,408607547.8909008,3865218737.728322,-3.26076601,-3.80051617,10.45365724,130.67051051,879.63356887,6421.88226409
ARB,Arbitrum,0.9154417873057736,595047140.8857243,3854112424.743348,-0.52198939,0.04074173,25.22924155,-21.67524432,57.3881208,69.63438702
FET,Artificial Superintelligence Alliance,1.5667539626640725,343010935.511575,3823434342.5851955,-0.30258299,-2.53465448,22.12373298,-24.58091168,10.66060388,10.19361392
XMR,Monero,203.6777347706608,60786457.29830945,3757191046.827273,0.10190846,3.37318801,6.86138273,1.08514006,24.78141484,36.2328369
FIL,Filecoin,5.9509356136436935,540128638.5262085,3688560191.260817,-0.27391486,0.14441393,21.00787572,-24.3345073,57.62544139,64.27256778
ENA,Ethena,1.1740206569729057,521596151.2093013,3560584523.725641,-0.18537288,-6.23703353,23.27232291,11.28640019,129.71455673,316.11786203
ALGO,Algorand,0.41507737522349575,277339081.4007346,3462777567.6934805,-0.05055549,2.28772853,26.92531081,-19.67393739,238.31779465,243.15416291
KAS,Kaspa,0.12306941564234514,101801442.33819942,3136697474.012893,-0.15505056,-1.02521604,6.73099242,-33.40618626,7.34957574,-12.29464345
OKB,OKB,50.597444573706674,3980521.15445655,3035846674.4224005,0.13973237,0.50460328,1.54366348,-15.76607747,25.22494262,18.33752534
ATOM,Cosmos,7.4408952955211864,217313279.17979038,2908900479.40192,0.07945472,1.27014363,17.3416698,-27.32073732,64.33633162,71.54847932
OP,Optimism,2.1005421787377068,293510056.2786729,2839342846.8201303,-0.1547822,0.07538591,15.20905008,-21.47557341,31.26702587,28.84568302
STX,Stacks,1.819243757351255,172227208.67983842,2743177249.3904667,-0.07530583,2.8082914,22.30775577,-31.84709488,8.05721362,5.17171768
PENGU,Pudgy Penguins,0.04271080298046824,793709224.8175724,2684817992.6758947,-0.13980699,6.62789593,38.77590413,754.36656368,754.36656368,754.36656368
BONK,Bonk,3.5063154428518475e-05,307139279.0411816,2673194492.391141,0.22546211,1.85036983,13.52411136,-25.55047565,55.29690813,67.99429693
TIA,Celestia,5.501912811245911,172743288.45239466,2643619882.2036085,0.06219214,-1.04443611,15.749699,-35.22912949,7.16294792,7.7996309
INJ,Injective,25.920142793361215,266023239.55507368,2565340778.21973,-0.5447476,1.72059844,29.42531892,-21.96053506,19.4983514,33.34631953
THETA,Theta Network,2.564270078052766,47201825.51072882,2564270078.052766,-0.02263755,4.49096033,10.20084143,-16.24477599,111.74447921,99.90959864
IMX,Immutable,1.475439510645849,85867266.41598418,2536698217.776265,0.23651138,1.75506827,9.36667999,-29.1406191,20.62556542,3.87558223
AI16Z,ai16z,2.171323856126927,385667727.1503674,2388454761.1031585,0.94653877,18.44505623,26.41874343,280.82717696,554.89313042,554.89313042
MOVE,Movement,1.0498215031721196,451322875.8801304,2362098382.137269,0.38219926,-5.95028296,14.81200616,58.01681763,58.01681763,58.01681763
GRT,The Graph,0.2470402876539253,88586784.4412528,2358871970.6968083,0.39719853,1.16057267,21.69450132,-24.56680628,57.26503001,55.59264474
WLD,Worldcoin,2.6000774528049297,712841940.1324178,2239921760.935173,-1.85179525,7.53063592,25.43100192,-31.5105345,30.00414532,40.61490728
FTM,Fantom,0.7811612968780606,484971885.1468143,2190091024.092461,-0.1448944,-5.87975325,7.22934041,-40.92315982,7.62490768,15.50328126
ONDO,Ondo,1.5207506517441753,197625834.76156992,2113478180.1338465,0.09780741,-1.6643301,11.78200381,-10.10501013,103.56506347,122.2231194
WIF,dogwifhat,2.076077968284611,369906582.1174093,2073679548.0165339,-0.42581827,-1.28542606,14.25380817,-47.21396811,-12.97991668,-15.21471025
JASMY,JasmyCoin,0.0395596793446081,177069969.68463615,1954050348.4558492,0.13548548,1.620905,22.44839813,-20.01849607,88.54302414,108.89774686
SEI,Sei,0.46250738513520706,230704577.76882467,1946128296.8703043,-0.10833517,0.7501094,15.06589802,-33.89197875,10.96987297,7.10599858
FLOKI,FLOKI,0.00020150756445184477,306793021.0579655,1934674646.1727562,-0.03132697,1.08668104,16.21410988,-22.40005501,40.0718493,49.77961446
FDUSD,First Digital USD,0.9990798270513246,5951604208.36925,1925520403.9572713,-0.03647514,0.03753753,0.09042315,0.00062534,-0.01418608,-0.20937985
USD0,Usual USD,1.0004936745011164,26272259.88189045,1863233189.8662643,0.00448207,0.00974873,0.11191061,0.0107545,0.10453138,0.17244982
LDO,Lido DAO,2.009127189893478,173678530.61823687,1800272313.6864765,-0.30443903,-4.01294684,7.15234026,-7.51119531,56.07318891,88.44156658
SAND,The Sandbox,0.697541370350636,780635402.3974212,1706086531.5076847,0.28637991,8.50958036,28.45554024,-24.61312904,169.99149954,178.71109671
RUNE,THORChain,4.958881633672449,295521575.03395426,1694502135.7149396,0.0526869,0.55645274,9.52402236,-30.71228622,-11.65701037,-1.67164676
GT,GateToken,18.506483300567577,18969869.04395827,1641796889.149077,0.14564065,2.39735314,16.03903167,40.59951838,104.46704672,105.4339271
RAY,Raydium,5.623158978257886,77417955.85276589,1635714102.1218686,-0.20784178,-2.34028334,14.51265694,10.01080866,19.80721451,230.7218426
FTN,Fasttoken,3.6262129491017854,65955801.03061964,1581977147.6353369,0.10283905,2.47448021,3.5707277,13.4783864,24.99763029,39.26492571
GALA,Gala,0.04262888286306195,307121442.77182174,1564778637.0312288,-0.316279,1.62598934,23.85022578,-30.95624541,96.30534095,108.58393601
XDC,XDC Network,0.10185617447219894,62356791.54960061,1521010039.696159,-2.44525543,4.84159028,44.89237213,10.95849539,254.64248364,255.00912095
FLR,Flare,0.026815339269581746,12642931.98845703,1520520594.329545,0.12538323,-0.80113275,5.14754836,-16.72164117,103.69135381,80.97148495
XTZ,Tezos,1.4468883781928084,70848545.35084069,1480295256.2480526,-0.0841578,-0.08044917,7.17453045,-19.836919,120.30686175,120.98852207
BRETT,Brett (Based),0.14906099459315983,60605341.78368299,1477229693.6920307,0.25138478,-1.6804194,25.43883017,-30.30944031,60.42190861,69.2727087
MKR,Maker,1628.4425791960334,130097398.84343903,1453554691.2219706,0.0892901,3.34349407,8.80432778,-25.19575935,8.34094135,15.78420975
SPX,SPX6900,1.5524212140400706,109583143.74114743,1445293423.1493862,-0.8830657,0.88757304,80.48909014,110.94223726,74.67282688,182.10899923
PYTH,Pyth Network,0.39780703855581334,80624943.07949454,1442046053.931158,0.16363245,1.55406378,9.74528258,-24.5106305,-0.40994623,27.84213184
EOS,EOS,0.9148087727495083,177707709.0487277,1407401248.4675705,-0.23622668,1.4101381,18.50192123,-32.18918862,96.39350028,95.9997768
QNT,Quant,116.3361268420403,29164262.22494661,1404495579.29872,-0.63535613,-2.55163661,8.63814112,-29.98319456,87.03301405,74.89497261
BEAM,Beam,0.02815263233154801,28750803.60150662,1392598228.2525256,0.18104314,-0.47650816,9.20317178,-17.63957438,46.2496843,88.48899741
KAIA,Kaia,0.23391667521736495,44737001.7537306,1383120893.4783018,-0.04632282,2.9924509,18.59767153,-26.40186737,89.80878304,87.21639565
KCS,KuCoin Token,11.184608796025659,1434160.87292281,1371965430.5797718,0.45153139,1.01975731,3.78568206,-18.3315331,9.88313681,38.83996609
IOTA,IOTA,0.37777905576240944,114805092.56988825,1350176396.7858393,-0.13547672,5.42541787,31.56707621,-22.57655116,216.43438265,213.86562899
SOS,Solana Swap,1.3148969416389964,2236376.64063769,1314896940.697178,0.09728953,-14.29407565,-17.15279716,-48.47040769,-53.70725848,-37.86388626
AIOZ,AIOZ Network,1.143154876723292,57353260.69851398,1313109483.4727871,-1.06166065,1.31731877,46.28192176,-2.46834843,120.91336914,148.9487264
ENS,Ethereum Name Service,37.01384306118831,174743153.30436155,1303321678.6886313,0.08699753,0.51601896,11.68432333,-11.21292229,95.97279684,123.2042635
FLOW,Flow,0.8351366986627566,89909876.11144187,1298584193.7310832,-0.01615773,3.53876866,17.67532011,-27.41177186,54.88439758,56.04275304
JUP,Jupiter,0.9556928709829524,80785251.30238701,1290185375.8269858,-0.17889685,0.8921524,18.15828101,-30.8042627,-9.44572285,28.77115092
STRK,Starknet,0.5181680341910805,114499745.39536005,1253506699.1775537,0.0166907,-0.74481311,10.2836617,-33.00617562,25.37767054,33.02500094
CRV,Curve DAO Token,0.9904006883131572,336081788.7975607,1251627632.9210427,0.40658775,-3.96168086,6.84683632,-15.8671987,278.11111974,292.54938457
BTT,BitTorrent [New],1.261404468352667e-06,109720844.79708369,1243821931.6687574,-0.69326685,7.60897142,19.96167617,-18.46844217,42.63672893,36.89552199
AR,Arweave,18.91124060889804,87616363.63736343,1241569581.093498,0.02749411,-3.354447,11.83868391,-30.23315359,5.53335506,-0.74594696
DYDX,dYdX (Native),1.6313186825000208,51489886.61165985,1176369778.0489335,-0.03151681,2.27523087,8.83360546,-32.4245585,45.32953929,85.41330431
FARTCOIN,Fartcoin,1.164354484082154,110828574.82753962,1164352453.4479337,0.4344338,-9.80845996,33.83131496,469.80743963,1182.74817349,1863.56431203
NEO,Neo,16.47547258302723,49568329.7620203,1162160576.1792912,-0.15288219,3.09638086,18.64347458,-22.56136419,59.70681003,61.16031576
CORE,Core,1.2439792772466214,57581213.92828999,1160557753.472728,-0.05122969,1.44902386,18.26207971,-20.84057592,38.0697527,36.42526991
BSV,Bitcoin SV,58.30983378997898,57128261.97376665,1154981508.1429996,0.17740731,2.09814398,12.80723867,-26.87745732,11.64688662,28.3639372
AXS,Axie Infinity,7.274475645721795,89041866.82334024,1145045469.3311338,-0.20518463,3.38556706,16.7232361,-22.45175946,46.10805113,58.76592492
HNT,Helium,6.4127447884329465,15436433.15336948,1128759483.6189365,-0.19345299,-3.40475814,7.59482155,-28.30261594,5.32653435,-3.43020359
MANA,Decentraland,0.5744046493960122,182172254.01900113,1115640408.0680432,-0.13241573,4.72200935,20.29622669,-24.5179618,90.47639481,101.41151721
ZBU,Zeebu,4.2768100110749945,3300600.85937647,1107569081.601718,-0.16869159,-0.20809256,10.10589204,-3.22287154,-9.96001435,7.08410919
FTT,FTX Token,3.347252161491313,42653755.11889871,1100894847.1426668,1.29596709,3.68797624,-5.89463787,2.63539335,95.81666386,40.66249213
AERO,Aerodrome Finance,1.4871677680640805,52382742.63318689,1092862798.3809695,-0.18639664,-0.02663755,4.7534501,-32.41448218,3.92811767,22.18892785
EGLD,MultiversX,38.23036415031245,39557654.27367485,1060335344.8368802,-0.03916724,1.69358692,11.64958288,-29.52449821,43.36765665,50.75722044
MOG,Mog Coin,2.6708135431006453e-06,41211353.61534637,1043133039.0931544,-1.24791077,-8.00008274,26.86538748,-30.00451958,26.63183598,62.85046385
APE,ApeCoin,1.355295428419109,138562366.75098082,1020065157.4722165,-0.37949482,0.23771586,11.21357095,-29.09257774,27.66731069,90.21701983
FLZ,Fellaz,2.148693079956414,2630632.74736122,1013914418.1828481,-0.05369864,3.04228186,5.41738969,-10.86372304,-2.33551206,-18.40633747
MATIC,Polygon,0.52233797735196,4999021.48748158,999641916.3492337,-0.14019329,1.02305381,13.64044827,-25.65733709,51.56658231,38.59126175
ZEC,Zcash,59.73423944112971,107109964.44928913,975356715.1716157,0.97448923,1.77097244,1.43050085,-15.20504831,35.26016289,106.67890266
AKT,Akash Network,3.8426996980753163,52291757.59394857,954087748.1807566,0.39751715,10.0543982,34.97889956,-16.42841412,56.76342395,57.56114099
BIO,Bio Protocol,0.7148527556247509,481406806.74495536,926827448.4926656,0.19228675,-4.55050243,-10.94255264,-10.94255264,-10.94255264,-10.94255264
DEXE,DeXe,16.10257975948963,14027506.19934645,919517855.4931916,1.34355593,-5.37619211,12.10668938,46.59730943,91.00041678,97.09507521
NEXO,Nexo,1.3954337646931458,11303521.98233911,901653721.4585158,0.20354873,1.43621861,9.91944188,-8.72077528,30.98227767,42.27610008
JTO,Jito,3.2376915870851053,56202388.36664514,901105767.2412769,0.13519009,4.21028255,-1.44156444,-18.04111629,16.3393955,68.09854512
RSR,Reserve Rights,0.016373550314681115,82841720.11830908,881455163.3146603,-0.36734491,-2.26496187,20.83794443,-7.75238233,123.30129742,147.44442793
CHZ,Chiliz,0.09498760599343718,144338448.94947404,874531056.584234,0.2382332,2.37301763,13.2290768,-26.87911388,51.85450355,45.03948075
PENDLE,Pendle,5.357328447265123,46537796.36033192,870032055.2937719,-0.18545153,-0.45445129,5.44058109,-20.99010505,-1.94859348,39.94157144
W,Wormhole,0.3047239880884095,86403905.64211112,854993365.1659464,0.00524639,-1.61690355,3.467157,-22.78467074,26.65159806,-2.56470286
CFX,Conflux,0.1770845358373162,57347127.37631333,853759233.1508839,-0.21373316,-1.4471042,12.15681201,-30.32259792,16.72046938,-2.14666627
EIGEN,EigenLayer,4.019411959384706,150007269.46628204,847326486.3135467,-0.28515536,-2.8169105,9.76800848,-10.49810244,26.10340209,7.07731977
GIGA,Gigachad (gigachadsolana.com),0.089894875396269,26179711.69945534,836239157.5565314,0.49579239,7.85269868,37.60311551,54.03378619,30.36488331,82.1212942
POPCAT,Popcat (SOL),0.8509027771715734,55613852.2571687,833861904.329811,-0.51416007,-1.31684815,10.85252256,-45.25795871,-46.67702163,-30.22080551
ZK,ZKsync,0.22366854195113442,145964309.6713629,821981891.670419,-0.01176767,4.49642939,16.94182698,-15.07496911,59.66264517,75.88936397
CAKE,PancakeSwap,2.7846387343139565,124592589.60985126,812505825.5450802,-0.30734608,-1.46704965,10.58767424,-32.86240746,53.47988747,48.11489525
MINA,Mina,0.6616999902823432,59407172.58284011,796060268.1454961,-0.0005219,1.38976692,13.2594367,-30.46012753,23.64327232,26.99972818
XEC,eCash,3.8608063929101576e-05,46072734.12774126,764749313.9580647,0.39690099,3.26679315,13.96020698,-27.75686802,8.62223412,15.21205311
RON,Ronin,2.0292719991901826,14872683.72239717,761465697.7967967,0.07237701,0.43685747,9.03003346,-11.84148551,39.95308389,28.90799036
SUPER,SuperVerse,1.547048382014169,28090370.56957731,755013901.6367756,-0.25695962,-1.5649262,11.51887369,-19.73941384,12.88590416,43.84897226
COMP,Compound,84.71183178064705,45660622.84915964,751272678.2041951,-0.02293584,-0.36963437,11.63126642,-29.70060548,81.9958458,93.99657146
USDD,USDD,0.9975375075139888,3641868.30987496,747016928.4281099,0.02145528,0.25396943,0.5260496,-0.22675144,-0.2717117,-0.08239412
SNX,Synthetix,2.19298543876183,38387900.62323344,744444470.8115082,0.13321826,0.24948945,10.72069546,-31.3463568,46.54191435,56.0047508
GRASS,Grass,3.00934422114724,121974502.43802038,733994376.1092417,0.18207534,-1.42362275,34.15683664,4.51561891,4.39976186,272.49369619
GNO,Gnosis,282.90122135002065,7042987.0667566,731949127.4219203,0.45314103,-1.40633628,3.56813233,-4.89098652,10.70163075,70.68283959
PNUT,Peanut the Squirrel,0.7198381943523762,270564099.40873605,719733392.0059994,-0.49323685,-5.11380675,6.81759314,-51.06674134,539.06105587,1263.30928139
DOG,Dog (Bitcoin),0.007103997977820606,33721323.44426478,710399797.7820606,-1.70063317,-2.08581103,23.29804814,-14.50540713,70.98055816,87.05915406
NOT,Notcoin,0.006815495917795636,79086442.16663836,698294975.7925036,-0.1071773,-0.42645304,9.80740156,-31.76065676,4.68583226,-11.46536329
AXL,Axelar,0.7502193243214437,15051685.72523797,669218886.194084,0.1496159,1.26436557,12.06376548,-28.17157916,1.69422379,21.32557304
ROSE,Oasis,0.09365624456639852,78039661.62421311,661600138.0212245,-0.03107155,1.29817936,9.52118019,-30.35060108,20.69100892,39.81588762
TURBO,Turbo,0.01008837156941067,90360734.1389266,658770663.4825168,-0.1619924,0.59747943,9.88720803,-9.70706765,11.35646208,42.9207183
LUNC,Terra Classic,0.00011965698624802683,52859993.25229118,658747558.8097541,-0.12113222,-1.33454063,10.13815308,-27.38131348,28.74053169,39.5332129
AMP,Amp,0.008136264995023583,27908462.52210727,656781159.8400813,0.15011364,-1.84049271,6.5957391,-24.2886176,113.93883042,113.17343005
SHIBTC,ShibaBitcoin,7.551618480787545,5191840.96802242,652921059.3903764,0.01068974,0.0639906,362.91748387,543.78961221,467.61092742,1176.18071946
XAUt,Tether Gold,2635.3242988425463,7353673.22972713,649670687.4478599,0.02075245,-0.06593846,0.98679715,-0.10328828,-2.79652322,0.46220814
FRAX,Frax,0.9967758468664933,18104405.02122468,647339565.3112673,0.01852471,0.0684279,0.18108713,0.12330049,0.08681334,-0.00775425
ZRO,LayerZero,5.877285832426256,101567712.87322132,646501441.5668881,0.37329972,1.27075716,15.81335428,-13.18602439,59.82035461,42.88904668
MEW,cat in a dogs world,0.007028187858743655,48491807.95841262,624727809.6598554,0.29405231,3.03171048,6.78918486,-28.4086311,-28.85799628,12.23748608
FAI,Freysa,0.07574218791710136,9353163.9437202,620305796.3846849,0.32775897,-0.86229227,180.18967375,1646.4186841,1589.31903985,1589.31903985
ORDI,ORDI,29.51270760199674,137295255.3422394,619766859.6419315,-0.17294617,1.05204006,10.93235993,-39.75544373,-17.52069272,-14.93453926
PRIME,Echelon Prime,17.31741394897501,23145967.09345901,619510413.1418141,-1.26785189,-2.05112262,27.31302992,12.62251901,124.42986455,98.49613259
LPT,Livepeer,16.673344163124213,66445369.96346183,618703128.5654885,-0.24653464,0.80461645,10.22879965,-23.31916652,51.9582464,39.71567697
1INCH,1inch Network,0.43582051357377627,53413237.59913044,609020346.0693105,0.02625432,1.07254482,11.31890102,-18.51181639,65.33783618,72.61635147
KAVA,Kava,0.5513872131669556,28213762.82437009,597071763.8616725,0.25063458,-0.78715323,20.28157252,-22.68690693,61.11718592,67.3525118
TEL,Telcoin,0.006422995083624254,4283335.3889895,590016866.6991723,0.44727367,-0.41651281,31.22364501,-7.33595054,264.76189897,342.54420689
BLUR,Blur,0.27461522031224367,71801666.03225175,582590487.3422717,0.00600809,1.19874432,11.22822194,-35.18324771,24.93005222,18.17615145
CKB,Nervos Network,0.012653018911943457,44368026.42378854,578286412.5172489,0.23740744,-0.33441168,11.86434092,-25.51786842,-4.98983439,-15.94904989
KSM,Kusama,36.19977798587304,24431753.7011131,577144260.7639798,0.30404727,-0.43907767,5.62876788,-20.07265776,109.0262358,102.43998976
BDX,Beldex,0.08036612454240293,8871030.20390547,555542180.6771983,-0.0306838,1.65326159,1.22965214,1.84917973,2.07781218,13.98311706
MGC,Meta Games Coin,0.5028177939914851,535643.18998197,553099422.5452954,-1.84615371,1.95010041,2.15105705,3.40651945,32.8177056,148.62272171
NFT,APENFT,5.523850404347364e-07,32090890.1090679,552379516.5843321,0.20228264,2.94980809,5.78801411,-17.68030932,30.36050373,33.22434306
SNEK,Snek,0.00737644580096416,4369734.02835285,548468394.9255823,-0.1560956,5.3173619,26.85708529,-6.39351392,598.93922653,721.20829239
BabyDoge,Baby Doge Coin,3.358758728431494e-09,87501012.8009429,544128066.1409091,-0.42109247,0.03917125,8.88216613,-22.97563811,36.18558047,43.51123759
MORPHO,Morpho,3.2781433664973783,56922177.66007911,542314083.6843306,-0.89861159,-8.87679401,11.28163175,45.79486495,92.55342863,92.55342863
PAXG,PAX Gold,2653.0708927085716,15378516.11474805,530499289.95977646,-0.02199256,0.28864117,1.33820648,1.02635905,-2.10758583,0.77296922
DASH,Dash,43.62922535716444,83209635.56445116,527764841.395499,0.05525618,-0.19487646,13.1583822,-27.22074872,85.43406945,88.35068582
CTC,Creditcoin,1.2645504981028173,42785156.33944595,527424765.03555346,1.11653214,7.93385857,17.34032178,-17.35373193,230.30731236,212.30947831
TWT,Trust Wallet Token,1.2655488899418454,17830680.44743953,527290818.4393809,0.01919673,0.6786583,8.42875988,-17.03506356,20.85710456,20.52626707
ETHFI,ether.fi,2.388485528520733,138792499.03184018,519000022.75640327,-0.35382777,0.63730554,13.10974749,-19.8435139,48.94587159,64.81335386
VANA,Vana,17.203690787823685,78116956.05228984,517555833.6608878,-0.73991365,-3.71481821,1.9728479,-28.6066379,-28.6066379,-28.6066379
DSYNC,Destra Network,0.5338221974720894,20860337.42801126,517252056.8693975,1.90097594,2.9574029,87.53390157,10.19684426,184.36852632,237.94815756
GOAT,Goatseus Maximus,0.5116037371756077,109347444.12182671,511601883.66709834,-0.18665248,-4.71089311,11.66682757,-35.55008266,-40.74790368,422.55048542
CVX,Convex Finance,5.215143155231824,45942934.62686735,507920963.49893576,0.67425756,-2.11735819,10.57153841,-22.58810196,201.08906406,180.64286483
ASTR,Astar,0.06752008022701045,18468053.13206714,502844030.09107834,0.22239539,1.88685657,11.41502005,-24.2186217,19.92142002,13.28026159
PYUSD,PayPal USD,1.0001515334329252,20601840.63186904,500439433.5907581,-0.01173423,0.06493708,0.06077963,0.01989425,0.04017885,0.09230891
TUSD,TrueUSD,1.0012223951532402,58975655.65799178,496207373.5458488,-0.00915509,0.12771627,0.2061567,-1.78013669,0.69134482,0.35153444
SAFE,Safe,1.0580224294182028,16456365.21793726,490666333.0234316,0.07890508,-0.13674643,5.85668925,-31.12651571,-10.96596424,13.52803
TFUEL,Theta Fuel,0.07157059738474998,10741003.78611312,486845415.4891089,0.21318643,4.10744132,11.4266541,-24.18351413,29.23178782,18.03145629
IO,io.net,3.767349660040216,147294223.91082683,485354121.47499764,0.06370743,-4.20349407,34.40655512,3.4331488,94.10572469,103.77484675
GRIFFAIN,GRIFFAIN,0.48432617696232555,81141310.3679184,484268600.26640826,-2.72733329,25.92885167,75.90181939,187.54651977,187.54651977,187.54651977
BOME,BOOK OF MEME,0.0069616551606445295,126572499.76117429,480028510.66725117,-0.24750912,-0.09428346,11.24022364,-36.15558585,-20.97296483,9.48828843
USUAL,Usual,0.9514668302425205,164855127.85131043,479436907.65966177,0.52109997,-4.09755044,-5.9822826,99.16268396,111.30616862,111.30616862
MOCA,Moca Network,0.29819566825037197,96503810.20363784,475283713.45302033,0.85118759,-5.35907439,11.51511172,223.37371295,346.91414248,218.26550406
CHEX,Chintai,0.4857936740941504,2685458.59267678,473647499.8509051,0.86458093,9.37341455,-5.13557543,-24.17596932,51.98881832,201.88008793
CHEEL,Cheelee,8.330142516493913,4461385.90097128,473167136.0481338,-0.12190348,2.40649265,1.8672549,-14.48125362,-24.02865201,-35.48276645
